PH_NO,STATE,CITY,ROUND_TRIP
407-915-1787,NJ,Cranford,N
908-273-5380,NJ,Bridgewater,N
908-847-9628,MD,Clinton,N
301-408-2340,LA,Houma,Y
985-819-8922,NJ,Old Bridge,Y
732-342-5582,KS,Newton,Y
316-662-8669,CT,New Haven,Y
203-359-4653,TN,Memphis,N
901-751-2900,NV,Fallon,N
775-368-5581,OH,Cleveland,Y
216-741-4894,CA,Sun Valley,Y
818-698-2160,MN,Minneapolis,Y
763-212-6397,MN,Minneapolis,Y
612-557-1547,CA,Chatsworth,Y
818-757-1515,CA,Hayward,Y
510-231-5440,FL,Crystal River,N
352-257-9731,NV,Henderson,N
702-753-7542,IL,Midlothian,N
708-955-2264,CA,Santa Rosa,Y
707-723-5696,CA,Santa Monica,Y
310-403-6383,TN,Memphis,Y
901-837-4578,IL,Chicago,Y
312-352-5637,CA,Oroville,N
530-572-6685,NV,Las Vegas,N
702-587-4885,CA,Los Angeles,Y
310-523-5467,NV,Carson City,Y
775-298-4954,NY,Staten Island,Y
718-711-2744,CA,San Francisco,Y
415-691-2416,CA,Campbell,Y
408-827-1912,WA,Yakima,Y
509-372-6918,WI,Milwaukee,N
414-356-3565,CA,Costa Mesa,N
949-744-1639,CO,Englewood,N
303-425-7209,NJ,Fair Lawn,Y
201-441-9554,OH,Canton,Y
330-366-5597,NV,Las Vegas,Y
702-765-1787,NY,Rochester,Y
585-306-7911,GA,Evans,N
706-592-3471,PA,Stockertown,N
610-627-1015,DC,Washington,Y
202-617-6273,CA,Calexico,Y
760-318-4772,NY,New York,Y
212-733-6290,CA,Pasadena,Y
626-331-2273,AR,Little Rock,Y
501-537-1218,IL,Blue Island,Y
708-872-5498,CO,Denver,N
303-783-9038,DC,Washington,N
202-781-4831,PA,York,N
717-829-4890,FL,Jacksonville,Y
904-564-4532,HI,Aiea,Y
808-781-7404,NY,New York,Y
212-956-7539,NY,White Plains,Y
914-321-2933,IL,Chicago,N
773-840-7892,IA,Davenport,N
563-567-6350,NJ,East Rutherford,Y
201-566-5303,OK,Tulsa,Y
918-925-5216,IN,Bloomington,Y
812-243-1151,PA,Pittsburgh,Y
412-983-9422,PA,Erie,Y
814-848-5539,AK,Anchorage,Y
907-289-9078,CA,Fountain Valley,N
714-745-6824,CA,Rohnert Park,N
707-228-8957,CA,Gardena,N
310-725-7303,NJ,Westwood,Y
201-307-8273,NC,Raleigh,Y
919-814-9011,FL,Orange City,Y
407-557-4468,OH,Streetsboro,Y
330-227-5252,AZ,Mesa,N
480-468-2980,IA,Johnston,N
515-607-1465,OR,Lake Oswego,Y
503-833-9865,IN,Indianapolis,Y
317-210-8620,NY,New York,Y
212-394-2271,NJ,Cherry Hill,Y
856-940-1635,NJ,Middlesex,Y
732-816-3160,AL,Cullman,Y
256-602-6921,AZ,Phoenix,N
602-482-3714,NY,Bronx,N
718-288-4647,AK,Chugiak,N
907-622-3206,PA,Media,Y
610-911-3839,AR,Jonesboro,Y
870-637-7600,CA,North Hollywood,Y
818-652-6194,CA,Emeryville,Y
510-783-3936,MO,Jefferson City,N
573-420-1536,NY,New York,N
212-247-6514,VA,Richmond,Y
804-270-7940,IN,Hammond,Y
219-443-4132,FL,Miami,Y
305-736-3666,ID,Aberdeen,Y
208-514-6669,NJ,Barrington,Y
856-528-8494,NY,Garden City,Y
516-353-2986,NC,Greenville,N
252-589-7402,AK,Anchorage,N
907-546-6714,MT,Billings,N
406-540-4600,OH,Cincinnati,Y
513-937-4971,KS,Garden City,Y
620-370-2859,WI,Fontana,Y
262-606-4609,CA,Sacramento,Y
916-954-6231,TX,McAllen,N
956-492-8129,PA,Broomall,N
610-504-3289,NY,Bronx,Y
718-479-7165,FL,Tallahassee,Y
850-655-3237,GA,Atlanta,Y
404-962-8272,MI,Inkster,Y
313-614-6567,PA,Hatboro,Y
215-560-1809,FL,Apopka,Y
407-222-8959,WA,Seattle,N
206-389-5722,CA,Camarillo,N
805-576-4930,NY,Staten Island,N
718-325-8042,OH,Warren,Y
330-323-4145,TX,Amarillo,Y
806-238-1634,CA,South Pasadena,Y
626-615-4301,AK,Anchorage,Y
907-290-3526,NY,Yonkers,N
914-591-7786,PA,Bala Cynwyd,N
610-362-1941,WA,Richland,Y
509-253-9089,HI,Honolulu,Y
808-854-5700,NY,New York,Y
212-418-7059,TX,Plano,Y
972-555-5860,HI,Haleiwa,Y
808-757-4424,GA,Atlanta,Y
770-894-5885,CA,Los Angeles,N
213-560-2656,TX,Katy,N
281-901-1031,CA,Mountain View,N
650-258-2297,LA,New Orleans,Y
504-652-2238,CA,Bakersfield,Y
661-230-8590,NM,Clovis,Y
505-837-1245,NJ,Rockaway,Y
973-787-4827,CA,San Francisco,N
415-750-2105,NY,Valley Stream,N
516-960-2196,FL,Daytona Beach,Y
386-206-3115,OH,Cleveland,Y
216-766-3769,MD,Hampstead,Y
410-566-1686,OH,Toledo,Y
419-762-3677,NY,Rochester,Y
585-603-9377,CA,Sacramento,Y
916-587-2090,CA,Anaheim,N
714-664-3085,WV,Wheeling,N
304-790-9831,IL,Roscoe,N
815-421-2511,NY,Brooklyn,Y
718-338-6483,WI,Abbotsford,Y
715-429-6221,IL,Melrose Park,Y
708-410-2484,PA,Abington,Y
215-667-5104,TX,Fort Worth,N
817-668-9266,VA,Fairfax,N
703-344-4253,NJ,Berlin,Y
856-977-2956,AZ,Phoenix,Y
602-369-2428,IL,Elk Grove Village,Y
847-701-1014,CA,South San Francisco,Y
650-996-2329,AZ,Phoenix,Y
602-367-5263,FL,Tampa,Y
813-437-6435,CA,San Jose,N
408-427-8483,ID,Coeur d Alene,N
208-678-1486,MI,Kalamazoo,N
269-383-7684,NJ,Edison,Y
732-636-5205,MD,Hagerstown,Y
301-247-1579,NY,New York,Y
212-878-3420,NE,Omaha,Y
402-783-6859,AK,Fairbanks,N
907-596-7839,NJ,Woodbridge,N
732-276-5088,AK,Kodiak,Y
907-962-4108,MD,Baltimore,Y
410-884-1671,DE,Wilmington,Y
302-493-3204,DC,Washington,Y
202-411-1228,IN,Carmel,Y
317-895-4570,MI,Grand Rapids,Y
616-682-9386,CT,North Haven,N
203-556-8352,CA,San Bruno,N
650-249-7482,TX,El Paso,N
915-290-8067,MI,Livonia,Y
734-436-1494,NE,Omaha,Y
402-298-3677,IL,Chicago,Y
773-618-8147,NJ,Jersey City,Y
201-979-1062,CA,Monterey,N
831-270-3402,CA,Richmond,N
510-467-8279,CA,San Diego,Y
858-578-3596,NY,Syracuse,Y
315-612-5704,CA,San Juan Capistrano,Y
949-775-4055,CO,Englewood,Y
303-757-6573,IN,Indianapolis,Y
317-494-6750,NY,Brooklyn,Y
718-384-5766,CA,Sacramento,N
916-235-7957,CA,San Jose,N
408-562-8383,PA,Philadelphia,N
215-303-1266,NY,New York,Y
212-257-7833,CA,Stockton,Y
209-495-4875,MO,Sedalia,Y
660-438-4091,NC,Greensboro,Y
336-428-4827,CA,Santa Barbara,N
805-967-6501,OH,Apple Creek,N
330-585-6847,CA,North Hollywood,Y
818-430-2845,NV,Carson City,Y
775-278-8286,AZ,Phoenix,Y
602-666-4555,CA,Gardena,Y
310-269-2440,NH,Laconia,Y
603-453-4018,NY,White Plains,Y
914-245-1270,IL,Chicago,N
773-451-1227,CA,San Francisco,N
415-821-2666,NY,New York,N
212-862-5732,MI,Ann Arbor,Y
734-945-3639,MT,East Helena,Y
406-577-8944,TX,San Antonio,Y
210-881-3830,ID,Boise,Y
208-669-1787,LA,Prairieville,N
225-415-1200,IL,Chicago,N
773-852-8104,AK,Fairbanks,Y
907-606-7284,MA,Revere,Y
781-737-8980,VA,Ashland,Y
804-903-2608,DE,Lincoln,Y
302-937-2334,TX,Beaumont,Y
409-911-9621,FL,Orlando,Y
407-524-6552,CA,Sun Valley,N
818-760-3865,MD,Gaithersburg,N
301-357-4092,NJ,Ocean City,N
609-480-2064,NJ,Lakewood,Y
732-200-4170,NJ,Maple Shade,Y
856-404-2969,OH,Columbus,Y
614-591-8359,MI,Detroit,Y
313-607-9758,CT,Wallingford,N
203-953-2584,CA,San Pablo,N
510-470-4842,CA,Monterey,Y
831-695-3027,CA,Stockton,Y
209-435-2120,NJ,Clifton,Y
973-620-9315,MI,Jackson,Y
517-406-4588,TN,Madison,Y
615-295-8733,ME,Portland,Y
207-431-1996,PA,Emmaus,N
610-992-3929,OH,Cleveland,N
216-236-7757,CA,Visalia,N
559-512-4832,NY,Yonkers,Y
914-327-4195,CA,Aliso Viejo,Y
949-408-3378,VA,Woodbridge,Y
703-996-6965,NH,Manchester,Y
603-823-2515,OH,Chagrin Falls,N
440-758-3857,FL,Saint Petersburg,N
727-775-3456,IL,Chicago,Y
773-572-7651,MD,Baltimore,Y
410-314-1606,NJ,Morristown,Y
973-540-1689,IA,Davenport,Y
563-235-4943,MI,East Lansing,Y
517-680-6604,FL,Jacksonville,Y
904-497-1574,AZ,Mesa,N
480-521-2122,NJ,Pennsville,N
856-425-7174,AK,Fairbanks,N
907-864-9676,PA,Philadelphia,Y
215-760-9732,DE,Newark,Y
302-531-9618,GA,Rossville,Y
706-614-8345,NV,Las Vegas,Y
702-268-9330,TX,El Paso,N
915-395-7288,PA,Bethlehem,N
610-697-5468,RI,Riverside,Y
401-362-5772,CA,San Leandro,Y
510-569-3267,LA,Lafayette,Y
337-994-7054,AZ,Tempe,Y
480-413-9443,NJ,Jersey City,Y
201-741-5258,PA,Philadelphia,Y
215-826-4223,CA,Stockton,N
209-477-7994,MD,Leonardtown,N
301-250-9963,PA,Philadelphia,N
215-588-1365,NJ,Newark,Y
973-390-3860,FL,Miami,Y
305-990-5932,IN,Evansville,Y
812-857-1625,MA,Acton,Y
978-972-9361,NJ,Paterson,N
973-714-7174,WI,Milwaukee,N
414-760-3836,WA,Seattle,Y
206-534-6022,TX,Waco,Y
254-312-9232,CA,Santa Ana,Y
714-326-7764,NJ,Passaic,Y
973-509-3691,MI,Ann Arbor,Y
734-433-7979,NJ,Farmingdale,Y
732-404-9935,MD,Glen Burnie,N
410-594-3263,CA,Oroville,N
530-806-8817,NJ,Port Reading,N
732-369-6514,NJ,Howell,Y
732-962-9027,OH,Middletown,Y
513-278-7824,NJ,Newton,Y
973-290-8099,PA,State College,Y
814-446-2545,MI,Detroit,N
313-334-7248,PA,Camp Hill,N
717-825-7573,NJ,Freehold,Y
732-521-6697,FL,Tampa,Y
813-673-4657,FL,Miami,Y
305-204-5556,NY,New York,Y
212-939-1238,OR,Portland,Y
503-725-2773,NJ,Spotswood,Y
732-796-2969,TN,Germantown,N
901-544-1767,NY,New York,N
212-619-3776,TX,Dallas,N
214-766-8911,NJ,North Brunswick,Y
732-447-1792,SD,Rapid City,Y
605-711-3787,PA,North Wales,Y
215-670-1576,KS,Wichita,Y
316-605-1106,NJ,Secaucus,N
201-728-3770,NJ,Elizabeth,N
908-729-5454,NY,Goshen,Y
845-709-8841,CA,Campbell,Y
408-299-2892,NY,New York,Y
212-551-8115,PA,Willow Grove,Y
215-496-1540,NY,New York,Y
212-660-8901,FL,Boca Raton,Y
561-218-4527,NJ,Richland,N
609-523-7069,HI,Haleiwa,N
808-747-1938,CA,Oakland,N
510-841-5949,CA,Campbell,Y
408-597-9387,NJ,Woodbridge,Y
732-406-2176,NJ,Neptune,Y
732-413-9279,OH,Cleveland,Y
216-689-9929,PA,Scranton,N
570-612-3706,FL,Crystal River,N
352-798-4051,AZ,Gilbert,Y
480-830-5695,CA,Los Angeles,Y
323-295-9840,CO,Englewood,Y
303-967-2836,NY,New York,Y
212-686-2514,IL,Chicago,Y
312-317-9137,NJ,Union City,Y
201-253-6096,WI,Milwaukee,N
414-449-4740,MT,Billings,N
406-207-7332,VA,Newport News,N
757-329-6576,PA,Folcroft,Y
610-393-1336,CA,San Francisco,Y
415-745-4740,NJ,Middlesex,Y
732-723-4481,OH,Maple Heights,Y
216-544-9587,HI,Honolulu,N
808-982-2440,CA,San Ramon,N
925-762-9669,PA,Narberth,Y
610-882-1519,GA,Valdosta,Y
229-217-4627,AR,Little Rock,Y
501-693-3098,CT,Wallingford,Y
203-438-3093,CA,San Mateo,Y
650-477-4803,CA,Salinas,Y
831-670-7056,PA,Philadelphia,N
215-966-8465,NY,New York,N
212-827-2040,CA,Anaheim,N
714-289-3303,CO,Denver,Y
303-500-8182,OH,Mount Vernon,Y
740-386-3034,CA,Los Angeles,Y
323-840-6290,MD,Baltimore,Y
410-866-3264,TX,Dallas,N
214-996-8344,TX,San Antonio,N
210-568-2969,NJ,Plainfield,Y
908-802-2039,CA,Hayward,Y
510-350-4181,MS,Biloxi,Y
228-238-5009,NC,Greensboro,Y
336-761-9791,NY,Fairport,Y
585-358-2919,MA,Everett,Y
617-989-5519,HI,Waipahu,N
808-872-2132,OH,Middletown,N
513-455-8919,NY,Farmingdale,N
516-583-7884,SD,Aberdeen,Y
605-354-6042,PA,Philadelphia,Y
215-944-1696,MI,Flint,Y
810-593-1513,CA,Fontana,Y
909-856-2009,NJ,Freehold,N
732-213-5464,NY,Rochester,N
585-825-3799,OR,Salem,Y
503-773-7372,CO,Commerce City,Y
303-808-2235,MD,Potomac,Y
301-999-9780,CO,Colorado Springs,Y
719-455-2289,CA,Montclair,Y
909-269-2453,SC,Florence,Y
843-956-8479,WI,Oak Creek,N
414-819-6677,IL,Chicago,N
312-319-1402,MD,Columbia,N
410-319-4813,MD,Owings Mills,Y
410-963-9915,NJ,Newark,Y
973-813-6619,TN,Nashville,Y
615-866-8588,NV,Las Vegas,Y
702-287-8728,MD,Hyattsville,N
301-863-5948,NY,Bronx,N
718-864-3834,FL,Lake Mary,Y
407-435-8192,TX,Bryan,Y
979-747-2766,CA,San Jose,Y
408-223-6510,CA,San Francisco,Y
415-947-5720,KS,Abilene,Y
785-910-9765,CO,Colorado Springs,Y
719-300-3456,CO,Denver,N
303-443-3114,PA,Elkins Park,N
215-890-7423,NY,Staten Island,N
718-510-1143,OH,Cincinnati,Y
513-832-6583,TX,Irving,Y
972-563-5092,CA,Oakland,Y
510-496-8588,AZ,Scottsdale,Y
480-524-2381,NY,Bronx,N
718-808-9945,CA,Chatsworth,N
818-920-6610,MD,Lutherville Timonium,Y
410-805-3134,IL,Highland Park,Y
847-858-1236,MD,Baltimore,Y
410-799-4701,TX,Houston,Y
713-964-7734,WA,Seattle,Y
206-203-8473,MA,Boston,Y
617-832-1884,MS,Gulfport,N
228-580-3456,NY,New York,N
212-992-8588,OH,Willoughby,N
440-270-1976,DC,Washington,Y
202-223-9156,NY,Staten Island,Y
718-279-2542,TX,Conroe,Y
936-889-9837,MO,Kansas City,Y
816-528-9612,PA,Philadelphia,N
215-711-4266,NE,Omaha,N
402-758-8183,NE,Lincoln,Y
402-206-2174,CA,Encino,Y
818-235-2895,PA,Allentown,Y
610-927-1209,PA,Wayne,Y
610-791-2353,KY,Louisville,Y
502-260-1662,OH,Akron,Y
330-984-4552,AK,Anchorage,N
907-603-8790,NJ,Somerville,N
908-303-1087,MA,Worcester,N
508-516-1422,NJ,Asbury Park,Y
732-645-9178,OH,Cincinnati,Y
513-584-1711,OR,Portland,Y
503-747-3937,WI,Sheboygan,Y
920-581-1734,NY,Long Island City,N
718-500-4737,TX,Houston,N
713-529-4176,CA,Emeryville,Y
510-309-5088,MI,Grand Rapids,Y
616-903-6627,WV,Beckley,Y
304-942-8589,OH,Akron,Y
330-851-5654,WV,Morgantown,Y
304-482-1739,CA,Sacramento,Y
916-260-9258,CA,Campbell,N
408-705-1726,MD,Derwood,N
301-355-4263,NE,Omaha,N
402-373-7077,WI,Plover,Y
715-559-8589,NJ,Martinsville,Y
908-469-2665,CA,Paramount,Y
562-312-7512,OH,Bucyrus,Y
419-702-2159,CA,Sacramento,N
916-368-9179,CO,Denver,N
303-368-8788,CA,San Rafael,Y
415-450-6582,PA,Pittsburgh,Y
412-915-2113,CT,Bridgeport,Y
203-888-3080,NJ,Clifton,Y
973-837-6362,MI,Ypsilanti,Y
734-723-8984,TN,Nashville,Y
615-276-4700,NE,Lincoln,N
402-280-9895,AZ,Phoenix,N
602-701-5198,NY,New York,N
212-977-7917,KY,Radcliff,Y
270-441-9103,CA,Valencia,Y
661-383-9573,NJ,Red Bank,Y
732-277-9840,NY,New York,Y
212-208-1079,PA,Pottstown,N
610-692-3385,CA,Berkeley,N
510-690-1348,IL,Glenview,Y
847-363-2224,NY,Staten Island,Y
718-947-6369,MA,Northborough,Y
508-701-5613,IA,Davenport,Y
563-971-1320,NY,New York,Y
212-800-5977,OH,Youngstown,Y
330-355-1371,NJ,Jersey City,N
201-569-4625,PA,Wynnewood,N
610-928-9664,CA,San Francisco,N
415-828-8042,CA,Walnut Creek,Y
925-987-8730,NJ,Passaic,Y
973-921-4181,MN,Minneapolis,Y
612-392-8506,NJ,Avenel,Y
732-588-2670,NV,Las Vegas,N
702-561-3814,CA,Los Angeles,N
323-232-6918,MI,Colon,Y
269-749-3574,PA,Ambler,Y
215-712-9227,AZ,Phoenix,Y
602-941-8799,KS,Wichita,Y
316-885-4159,CA,Sausalito,Y
415-499-6728,CA,San Diego,Y
619-975-5438,CA,San Diego,N
858-466-5964,HI,Hilo,N
808-289-5230,IN,Carmel,N
317-504-3292,NJ,Neptune,Y
732-427-7482,CA,San Carlos,Y
650-782-2714,NJ,Eatontown,Y
732-573-9659,NY,Plainview,Y
516-518-9828,PA,Philadelphia,N
215-929-5583,IA,West Des Moines,N
515-458-7224,TX,Dallas,Y
972-721-3076,FL,Tampa,Y
813-844-7296,MN,Minneapolis,Y
612-990-2011,MA,New Bedford,Y
508-775-1760,FL,Orlando,Y
407-294-8832,TX,Abilene,Y
325-372-5873,CA,Los Angeles,N
323-452-6190,IL,Chicago,N
773-365-4388,CA,Chatsworth,N
818-783-2241,CA,Camarillo,Y
805-938-9128,IL,Chicago,Y
312-972-1575,CA,San Jose,Y
408-547-5675,NY,Spring Valley,Y
845-493-8433,OH,Cincinnati,N
513-206-9764,TX,Eagle Pass,N
830-516-8463,CT,Wallingford,Y
203-729-9993,CA,Paramount,Y
562-312-8703,NJ,Cherry Hill,Y
856-754-7668,DE,Newark,Y
302-640-6956,CA,Richmond,Y
510-302-8589,PA,Ambler,Y
215-584-3038,IA,Des Moines,N
515-666-5366,CA,Artesia,N
562-305-3237,PA,Newtown Square,N
610-347-3845,CA,Newhall,Y
661-998-3338,CA,Lakeport,Y
707-468-8215,NY,Hauppauge,Y
631-627-2403,CA,San Francisco,Y
415-778-7656,AZ,Phoenix,N
602-371-9804,NY,Jamestown,N
716-948-1648,TX,Cedar Hill,Y
972-373-2455,IL,Chicago,Y
312-556-8443,HI,Aiea,Y
808-499-5085,AL,Anniston,Y
256-454-1221,CA,Fremont,Y
510-637-1770,GA,Savannah,Y
912-729-5768,PA,Wallingford,N
610-511-5231,TX,Rowlett,N
972-754-8311,PA,Norristown,N
610-566-2249,CA,Union City,Y
510-619-5376,CA,Concord,Y
925-227-1433,NY,New York,Y
212-457-9294,AZ,Tempe,Y
480-732-2948,OR,Beaverton,N
503-331-9001,WA,Seattle,N
206-392-1360,WV,Clarksburg,Y
304-490-3727,FL,Morriston,Y
352-319-7747,TX,Irving,Y
972-733-9652,PA,York,Y
717-204-4238,AK,Anchorage,Y
907-283-7610,CA,San Jose,Y
408-992-1942,CA,Fountain Valley,N
714-671-1314,PA,Philadelphia,N
215-796-7176,NY,Goshen,N
845-351-3462,MA,Woburn,Y
781-988-8409,MN,Minneapolis,Y
612-211-7535,TX,Edinburg,Y
956-865-3858,MI,Franklin,Y
248-792-3073,CA,Hacienda Heights,N
626-223-7014,MD,Bethesda,N
301-344-1916,ID,Boise,Y
208-846-6961,CA,Santa Clara,Y
408-480-4046,TN,Nashville,Y
615-753-7738,IL,South Holland,Y
708-209-5787,TX,Irving,Y
972-696-4656,MA,Everett,Y
617-483-7778,DC,Washington,N
202-549-8713,OR,Portland,N
503-931-7978,NV,Reno,N
775-392-8524,TX,Dallas,Y
972-279-5047,CA,Los Angeles,Y
213-506-3904,PA,Pottstown,Y
610-630-5640,FL,Crystal River,Y
352-549-9279,CA,San Jose,N
408-354-4690,CA,Lancaster,N
661-634-1903,TX,Austin,Y
512-339-4805,PA,Philadelphia,Y
215-624-4377,FL,Tampa,Y
813-441-6228,CA,Rancho Cordova,Y
916-823-6469,MI,Warren,Y
586-686-4879,KY,Lexington,Y
859-545-3254,CA,Covina,N
626-347-2860,NJ,Phillipsburg,N
908-516-9289,CA,Sacramento,N
916-931-2525,NC,Stanley,Y
704-507-3032,NY,Staten Island,Y
718-683-9923,FL,Brandon,Y
813-240-2560,NY,Farmingdale,Y
516-255-9914,PA,West Chester,N
610-332-2222,CA,San Jose,N
408-217-4254,CA,San Diego,Y
619-788-5859,NY,Staten Island,Y
718-766-4171,CO,Denver,Y
303-393-7939,MA,Easton,Y
508-382-9630,TX,Tyler,Y
903-484-5915,FL,Miami,Y
305-694-1256,VA,Sterling,N
703-820-2341,CA,Los Angeles,N
323-705-1662,IN,Bloomington,N
812-383-8583,PA,Reading,Y
610-590-3610,NY,Brooklyn,Y
718-796-4741,NY,New York,Y
212-390-2188,CT,Meriden,Y
203-610-9916,NJ,Newark,N
973-604-9754,NJ,Moonachie,N
201-724-8752,LA,Lafayette,Y
337-334-6595,CA,Compton,Y
310-530-5882,AZ,Phoenix,Y
602-370-4857,PA,Chester,Y
610-504-4533,MS,Jackson,Y
601-506-3332,CA,Oakland,Y
510-385-3333,MI,Jackson,N
517-630-6793,PA,Broomall,N
610-864-3175,NY,New York,N
212-817-3419,NJ,Bridgeport,Y
856-405-4554,AK,Anchorage,Y
907-615-1153,CT,North Haven,Y
203-390-5898,MN,Minneapolis,Y
952-499-2241,MI,Dearborn,N
313-830-8323,CA,San Leandro,N
510-405-3853,OH,Urbana,Y
937-570-4808,TX,Houston,Y
713-764-8385,NY,Maspeth,Y
718-913-5030,NY,Staten Island,Y
718-764-8294,NY,Olean,Y
716-208-5925,MI,Lansing,Y
517-635-6749,NY,Long Island City,N
718-532-3983,PA,Pittsburgh,N
412-672-6850,CA,Livermore,N
925-811-5891,CT,Danbury,Y
203-635-8086,AZ,Glendale,Y
623-515-8383,MD,Lutherville Timonium,Y
410-622-4826,MN,Minneapolis,Y
763-366-3444,TN,Jackson,N
731-809-6653,MD,Havre de Grace,N
410-780-2882,GA,Smyrna,Y
770-814-1334,IN,South Bend,Y
574-344-7745,PA,Abington,Y
215-408-5238,FL,Miami,Y
305-385-5703,NY,New York,Y
212-665-9964,CA,Rocklin,Y
916-472-6645,KY,Louisville,N
502-619-8919,MI,Cadillac,N
231-440-8905,NY,Ridgewood,N
718-843-1322,NY,Middle Island,Y
631-929-8811,CA,Ventura,Y
805-533-8000,OH,Elyria,Y
440-278-8645,CA,Pomona,Y
909-754-4641,CA,San Jose,N
408-517-9247,CA,Los Angeles,N
310-616-2642,WI,Stratford,Y
715-287-8236,CA,San Francisco,Y
415-925-7275,IL,Chicago,Y
773-509-2779,OH,Canal Fulton,Y
330-828-2018,CA,Santa Rosa,Y
707-293-6102,TN,Brentwood,Y
615-395-9982,SD,Rapid City,N
605-400-6899,IN,Seymour,N
812-458-1433,TX,Irving,N
972-726-9601,NJ,Carlstadt,Y
201-409-6786,WA,Seattle,Y
206-461-5256,FL,Miami,Y
305-450-4135,FL,Pensacola,Y
850-268-3732,FL,Miami,N
305-571-6455,MA,North Andover,N
978-809-1179,MN,Minneapolis,Y
612-242-7845,WI,Shawano,Y
715-817-9002,GA,Atlanta,Y
770-408-3340,CA,San Jose,Y
408-256-9933,IN,Urbana,Y
260-465-4583,DE,Dover,Y
302-604-6929,OH,Mason,N
513-793-6985,AL,Birmingham,N
205-721-2566,TX,Irving,N
972-316-7627,NY,Forest Hills,Y
718-338-5237,HI,Hilo,Y
808-307-9172,CA,Westminster,Y
714-312-6577,WI,Milwaukee,Y
414-388-5798,RI,Warwick,N
401-390-5408,TX,Houston,N
713-598-1046,CA,Norwalk,Y
562-544-1442,MD,Towson,Y
410-936-5332,CA,Santa Ana,Y
714-622-4031,CO,Boulder,Y
303-566-4791,CA,San Leandro,Y
510-959-8350,SD,Aberdeen,Y
605-780-5452,AZ,Mesa,N
480-933-9642,NC,Gastonia,N
704-513-4619,MI,Lansing,N
517-971-3900,MO,Springfield,Y
417-590-5059,NJ,Lyndhurst,Y
201-307-1442,CA,Valencia,Y
661-343-6587,PA,Williamsport,Y
570-426-2635,TX,Rowlett,N
972-544-4283,MA,Brighton,N
617-611-3399,CT,Wallingford,Y
203-714-8059,NJ,Trenton,Y
609-990-4334,CA,San Jose,Y
408-672-2400,OH,Columbus,Y
614-775-8058,TX,Comfort,Y
830-363-2824,CA,Aptos,Y
831-944-5725,PA,Greensburg,N
724-321-7077,NJ,Paterson,N
973-380-4647,GA,Atlanta,N
404-325-5253,OH,Cleveland,Y
216-215-2615,NY,New York,Y
212-649-6323,FL,Miami,Y
305-647-2911,NY,Rochester,Y
585-940-6290,IA,Burlington,N
319-762-3485,CA,Fremont,N
510-485-7974,ID,Boise,Y
208-621-8208,AK,Anchorage,Y
907-439-3421,OH,Dayton,Y
937-389-4407,GA,Brunswick,Y
912-401-4911,FL,Tampa,Y
813-465-8930,ND,Bismarck,Y
701-835-3891,NJ,South River,N
732-604-5286,FL,Orlando,N
407-882-5282,GA,La Fayette,N
706-213-4377,NY,Spring Valley,Y
845-891-5878,HI,Hilo,Y
808-936-1965,CA,Los Angeles,Y
323-300-9986,NY,Oceanside,Y
516-291-6283,MD,Baltimore,N
410-978-7400,CA,Avila Beach,N
805-553-1373,NJ,Kearny,Y
201-987-7298,CA,Concord,Y
925-282-8324,CA,Redwood City,Y
650-807-9054,MO,Valley Park,Y
314-680-6641,NY,Rochester,Y
585-589-8641,WI,West Bend,Y
262-298-3143,NY,Elmsford,N
914-464-7635,CA,National City,N
619-586-2210,OH,Cincinnati,N
513-381-3671,TX,Irving,Y
972-229-6898,CO,Denver,Y
303-307-2532,CA,San Jose,Y
408-992-3497,WI,Milwaukee,Y
414-602-3947,OH,Toledo,N
419-552-5812,MA,Southbridge,N
508-407-3208,MA,Worcester,Y
508-729-9288,CO,Pueblo,Y
719-870-1383,MA,Millbury,Y
508-629-4709,CT,East Haven,Y
203-485-7035,PA,Downingtown,Y
610-273-8826,MI,Lansing,Y
517-365-3194,IL,Cobden,N
618-243-8270,MO,Springfield,N
417-455-7027,VA,Newport News,N
757-471-3004,MI,Waterford,Y
248-469-1785,NJ,Denville,Y
973-590-9531,TX,Austin,Y
512-642-4551,PA,Hatfield,Y
215-511-4906,MA,Westford,N
978-951-4895,PA,Media,N
610-912-9961,PA,Reading,Y
610-914-8604,NY,Bronx,Y
718-724-4855,NJ,Livingston,Y
973-667-4155,NV,Reno,Y
775-205-1008,NY,Elmsford,Y
914-719-4870,CA,Milpitas,Y
408-768-3957,FL,West Palm Beach,N
561-417-9393,OH,Northfield,N
330-761-9449,CA,Modesto,N
209-575-2075,NY,Staten Island,Y
718-964-6585,NY,Brooklyn,Y
718-510-8213,MI,Ann Arbor,Y
734-855-8258,NE,Omaha,Y
402-290-7602,PA,Philadelphia,N
215-416-9737,NY,Troy,N
518-951-3504,TX,Corpus Christi,Y
361-634-6604,TX,Austin,Y
512-893-9467,WI,Sheboygan,Y
920-299-9563,NJ,Westville,Y
856-258-2784,TX,Laredo,Y
956-583-7447,MI,Madison Heights,Y
248-784-7613,CA,Livermore,N
925-844-4566,MA,Whitman,N
781-374-1424,OH,Cleveland,N
216-952-1733,WI,Shawano,Y
715-541-8442,NC,Henderson,Y
252-647-7717,SC,Columbia,Y
803-550-4772,CA,Santa Cruz,Y
831-956-6133,NJ,Springfield,N
973-826-3410,CA,San Jose,N
408-516-6295,MD,Baltimore,Y
410-367-1076,AZ,Tempe,Y
